Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
"Prime Manufacturing Technologies, Inc.",CY,"High-end, precision tooling shop",http://www.primemfgtech.com,AMBA,8735 Bollman Place,Savage,MD,20763,(301) 604-0900,Automotive; Aerospace; Healthcare; Technology; Defense,Plastic Injection Molding; Metal Injection Molding (MIM); CNC Milling and Turning; CNC Electrical Discharge Machining (EDM); 6-axis robotics for assembly and casting of composite materials; Reverse Engineering and 3D Scanning; High Speed Parts Inspection; CNC; EDM,~30k ft² (public: ZI 2023),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",34,"Privately held; founded by Luke Chow, who serves as President and CEO.",CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,No region,Yes,,,
"Accu-Die & Mold, Inc.",CY,"High-end, private moldmaker",http://www.accu-die.com,AMBA,refer to site,Stevensville,MI,refer to site,(269) 465-4020,Automotive; Aerospace; Consumer Products; Industrial,Design and manufacture of die cast tooling; Engineering and design services; Construction and inspection of aluminum and magnesium die cast dies; Full-service support for die cast tooling projects,"~30,000 ft² (zoominfo)",25 (calc from revenue_site),$8M (calc from employees); $18M (calc from sqft); ~$5M (public: estimate),34,Privately held; Family-owned?,Makino (3-axis VMC); Makino (5-axis VMC); Yasda (3-axis VMC); Yasda (5-axis VMC); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Mich,NI,,,
Baumann Tool and Die,CY,"High-end, private moldmaker",http://www.baumanntd.com,AMBA,232 E. Roosevelt Ave,Zeeland,MI,49464,(616) 772-6768,Automotive; Consumer products; Industrial manufacturing; Packaging,"CNC milling and turning; Prototype molding fixtures; Blow mold trim dies manufacturing; Aluminum or Ren board urethane cast mold production; Automation details for steel, aluminum, and plastic parts","~30,000 ft² (public: ZI 2023)",~40 (estimate),"""$8M (calc from employees); ~$5M (estimate)""",NI,Privately held; CEO Mark Brown; Family-owned?,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Mich,NI,,,
"Best Tool & Engineering Co, Inc.",CY,"High-end, private",http://www.bteplastics.com,AMBA,34730 Nova Drive,Clinton Township,MI,48035,(586) 792-6500,Automotive; Consumer products; Industrial applications; Electronics,"Plastic injection molding; Plastic vibration welding; Plastic hot plate welding; Tool manufacturing and design; Full-spectrum design, engineering, and production services; ISO 9001:2015","~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",34,Privately held; President Joe Cherluck; Family-owned?,Engel Injection Molding Tryout Presses; Zeiss CMM / Metrology Systems,NI,NI,NI,Yes,,Mich,NI,,,
Byrne Tool + Design,CY,"High-end, precision tooling shop",http://www.byrne-tool.com,AMBA,316 Byrne Industrial DR NE,Rockford,MI,49341,(616) 240-0432,Automotive; Aerospace; Consumer products; Industrial manufacturing,Additive manufacturing services; Comprehensive design and engineering solutions; Tooling and die manufacturing; Collaborative project management and customer support,~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",50,Privately held; founded by Pete Bylsma in 1974; acquired by Norman Byrne in 1997,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,Mich,NI,,,
Classic Die,CY,"High-end, private moldmaker",http://www.classicdie.com,AMBA,"505 Ball Avenue NE, Building B",Grand Rapids,MI,49503,(616) 454-3760,Automotive; Medical; Home Appliance; Furniture,Custom injection molds; Mold repair services; Custom CNC and EDM work; Gun-drilling; Mold sampling; Short-run production; Laser welding; Die cast tooling; CNC; EDM; Gun Drill; Laser Welder,"~30,000 ft² (public: ZI 2023)",~40 (estimate),"""$8M (calc from employees)""",48,Privately held; family-oriented business,CNC Mills (3-axis); Wire EDM; Gun Drill; Injection Molding Tryout Presses; Laser Welder,Yes,NI,Yes,Yes,,Mich,Yes,,,
Commercial Tool & Die,CY,"High-end, precision tooling shop",http://www.commercialtoolgroup.com,AMBA,5351 Rusche Dr NW,Comstock Park,MI,49321,(616) 785-8100,Automotive; Lighting; Consumer products; Industrial manufacturing,"Injection mold building and tryout; Robotic automation and custom equipment; Fixtures, tooling, and gauges; Compression molding and assembly solutions",~79k ft² (site),~150 (public: LinkedIn 2024),$11M (calc from sqft); ~$25M (public: ZoomInfo 2024),NI,Privately held; part of the Commercial Tool Group,Continuous 5-axis machining centers; Injection Molding Tryout Presses; CMM / Metrology Systems,NI,Yes,NI,NI,,Mich,NI,,,
CS Tool Engineering,CY,"High-end, precision tooling shop",http://www.cste.com,AMBA,251 W Cherry St,Cedar Springs,MI,49319,(616) 696-0940,Automotive; Consumer Products; Medical; Furniture & Office Equipment,Plastic injection mold manufacturing; tooling systems; Advanced CNC machining; fabrication services; Custom precision tooling design; Rapid prototyping; short-run production; Comprehensive metal fabrication; welding; machining; CNC; Wire EDM,~40k ft² (zoominfo),~50 (zoominfo),$10M (calc from employees); ~$10M (public: ZI 2023),58,Privately held; founded by brothers Don and Tom Mabie; family-rooted with a focus on innovation and craftsmanship.,CNC Mills (5-axis); Wire EDM; CMM / Metrology Systems,NI,Yes,NI,Yes,,Mich,Yes,,,
"Deppe Mold and Tooling, Inc.",CY,"High-end, private moldmaker",http://www.deppemold.com,AMBA,2814 Franklin Avenue Southwest,Grandville,MI,49418,(616) 530-1331,Automotive; Consumer products; Industrial,CNC; EDM; mold making; polish; design expertise; Custom machining; polishing; designing services; 5-ton hoist capability; pickup and delivery services,"12,000 ft² (site)",26 (site),$5.2M (calc from employees); $7.2M (calc from sqft),28,Privately held; founded by Jeff Deppe; emphasis on family and loyal employee support; family-owned,Makino D200Z (5-axis) ×2; Makino F9; Makino F5; Makino S56 ×2; YCM T15; Hurco VMX42 CNC ×2; Toshiba Boring Mill; Makino EDNC 85 (Sinker EDM); Makino EDNC 43 (Sinker EDM); Makino U6 HEAT (Wire EDM),refer to site,Yes,refer to site,Yes,,Mich,NI,,,
Die-Tech & Engineering,CY,"High-end, medical-focused moldmaker",http://www.dietech-gr.com,AMBA,"4620 Herman Ave., SW",Wyoming,MI,49509,(616) 530-9030,Medical; Automotive; Consumer products; Industrial,Design and engineering of plastic injection molds; Manufacturing of die cast dies; Rapid production capabilities; Advanced technology utilization; ISO 13485,"~50,000 ft² (public: ZI 2023)",~100 (estimate),$12M (calc from employees); ~$10M (estimate),NI,Privately held; possible family-owned,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Mich,Yes,,,
Eifel Mold & Engineering,CY,"High-end, precision tooling shop",http://www.eifel-inc.com,AMBA,31071 Fraser Drive,Fraser,MI,48026,(586) 296-9640,Automotive; Consumer Goods,Production molds; Rapid prototypes; Die cast tooling; Studio consulting; Tryout support; On-site design reviews; 5-axis CNC machining centers,~30k ft² (zoominfo),50 (site),"""$10M (calc from employees); $18M (calc from sqft)""",NI,"Privately held, possibly family-owned.",CNC Mills (5-axis); Injection Molding Tryout Presses,NI,Yes,NI,NI,,Mich,NI,,,
"Elite Mold & Engineering, Inc.",CY,"High-end, precision tooling shop",http://teameliteonline.com,AMBA,51548 Filomena Drive,Shelby Township,MI,48315,(586) 314-4000,Automotive; Consumer; Aerospace/Defense; Industrial; Medical,Plastic Injection Molding; CNC Machining,~30k ft² (public: ZI 2023),~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",40,Privately held; deeply committed to U.S. manufacturing and community investment; family-owned.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Mich,Yes,,,
Franchino Mold & Engineering,CY,"High-end, precision tooling shop",http://www.franchino.com,AMBA,5599 Grand River Avenue,Lansing,MI,48906,(517) 321-5609,Automotive; Aerospace; Consumer products; Industrial,Engineering and design of die cast dies and plastic injection molds; Contract machining services; Die and mold repair capabilities; 5-axis machining; EDM technology,"~50,000 ft² (zoominfo)",~100 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",70,Privately held; founded in 1955; President Mike Hetherington.,APEC (5-axis); Hermle (5-axis) ×2; Zimmerman (5-axis); OMV (5-axis); Toshiba (4-axis Boring Mill); Ingersol (EDM); Makino F5 (3-axis) ×6,Yes,Yes,Yes,refer to site,,Mich,NI,,,
"H & S Mold, Inc.",CY,"High-end, private moldmaker",http://www.hs-mold.biz,AMBA,1640 O’Rourke Blvd.,Gaylord,MI,49735,(989) 732-3566,Automotive; Consumer products; Industrial manufacturing,Custom mold design and building; CAD design capabilities; Manufacturing of molds; Quality assurance through ISO 9001:2015 certification,"10,000 ft² (site)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",45,Privately held; family-owned,Makino (CNC); Yasda (CNC); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Mich,NI,,,
Hanson International,CY,High-end precision moldmaker,http://www.hansoninternational.com,AMBA,3500 Hollywood Road,St Joseph,MI,49085,(269) 429-5555,Automotive; Aerospace; Consumer products; Industrial,Design and engineering of die cast dies and injection molds; Manufacturing using state-of-the-art technology and machining; In-house sampling with 600 - 1600 ton die cast machines; Quality verification using laser scanning and CMM machines; ISO 9001:2015 certified,"42,000 ft² (site)",~100 (zoominfo),"""$25.2M (calc from sqft); ~$15M (public: ZI 2023)""",59,"Privately held; founded by Merlin Hanson, a tool and die apprentice graduate; family-owned.",CMM / Metrology Systems; Injection Molding Tryout Presses,NI,NI,NI,Yes,,Mich,NI,,,
Johnson Precision Mold and Engineering Inc.,CY,"High-end, private moldmaker",https://www.johnsonmold.com/,AMBA,1001 Haines Blvd.,Sturgis,MI,49091,(269) 651-2553,Automotive; Consumer products; Medical devices; Electronics,Custom design and mold building; High-speed machining; Aluminum mold machining; Class 101 tooling; Rapid prototyping,~30k ft² (zoominfo),25 (calc from revenue_site),"""$11M (calc from sqft); ~$5M (estimate)""",35,Privately held; founded in 1990.,YCM High Speed Machining Centers,refer to site,refer to site,NI,NI,,Mich,Yes,,,
Krieger Craftsmen,CY,"High-end, precision tooling shop",http://www.kriegercraftsmen.com,AMBA,2758 3 Mile Rd NW,Grand Rapids,MI,49534,(616) 735-9200,Automotive; Medical; Consumer Products; Appliances,"high-precision plastic injection molds; automotive lighting products; A1 grade diamond polish; optical reflex; reflex, Fresnel, and pillow optics; single-cavity and multi-cavity mold configurations; Wire EDM","~30,000 ft² (zoominfo)","""50 (site)""","""$10M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",NI,Privately held; owned by Tim Krieger; family-owned.,CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses,Yes,NI,NI,Yes,,Mich,Yes,,,
"Legacy Precision Molds, Inc.",CY,"High-end, private moldmaker",http://www.legacyprecisionmolds.com,AMBA,4668 Spartan Industrial Dr. SW,Grandville,MI,49418,(616) 532-6536,Automotive; Consumer products; Industrial applications; Electronics,"New injection mold building; Engineering changes and mold repairs; Custom machining services; Capable of achieving tight tolerances below 0.0005""; CNC","12,000 ft² (site)","""25 (calc from revenue_site); ~40 (public: BF 2024)""",$8M (calc from employees); ~$5M (public: ZI 2023),30,Privately held; family-owned; second-generation ownership by Thomas and Tyler VanRee,CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems,NI,Yes,Yes,Yes,,Mich,NI,,,
"Liberty Molds, Inc.",CY,"High-end, precision tooling shop",http://www.libertymolds.com,AMBA,8631 Portage Industrial Drive,Portage,MI,49024,(269) 327-1697,Automotive interiors; Appliance; Medical and dental; Consumer goods; Furniture; Hydraulic fluid power; Military,Custom plastic injection mold builder; Shuttle molds; Rotational and pick-and-place 2-shot molds; Hot runner molds; Unscrewing molds; Metal insert molds; Core pulls and slides; Repair services; Modifications; Engineering changes,"13,400 ft² (site)",26 (site),$5.2M (calc from employees); $8M (calc from sqft),NI,Privately held; possible family-owned; Family business confirmed,Makino (3-axis VMC); Makino (5-axis VMC); Yasda (3-axis VMC); Yasda (5-axis VMC); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Mich,Yes,,,
"MC Molds, Inc.",CY,"High-end, private moldmaker",http://www.mcmolds.com,AMBA,845 Progress Court,Williamston,MI,48895,(517) 655-5481,Plastics; Packaging; Consumer goods,Blow mold design and manufacturing; Rapid prototyping and bottle design; Mold refurbishing and repair services; Spin trimming and detabber tooling,~30k ft² (zoominfo),40 (site),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",41,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,"Yes, including mold refurbishing and repair services.",NI,,Mich,NI,,,
Maximum Mold Group,CY,"High-end, precision tooling shop",http://www.maximummoldgroup.com,AMBA,refer to site,refer to site,refer to site,refer to site,refer to site,Automotive; Aerospace; Consumer products; Industrial manufacturing,"Engineering and design of die cast and plastic injection molds; Prototyping and production of precision machined components; Assembly, inspection, and testing services; Contract machining for various applications; ISO 9001:2015 certified; ITAR compliant",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held; possible family-owned; check website for confirmation.,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,No region,NI,,,
Midwest Die Corporation,CY,"High-end, precision tooling shop",http://www.midwestdiecorp.net,AMBA,9220 1st St,Baroda,MI,49101,(269) 422-2171,Automotive; Electronics; Heavy Equipment; Defense; Medical; Aerospace,"Design and manufacturing of die-cast dies up to 1200-ton capacity; Engineering services including product and die design, and design for manufacturability; Repairs and revisions of existing dies; Utilizes high-speed machining and EDM equipment for precision tooling; CNC; EDM; Wire EDM; Sinker EDM","20,000 ft² (site)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),43,Privately held; founded by Rodney and Gary Nitz; family-owned.,Haas VF-2YT (3-axis) ×2; Haas VF-6 (3-axis) ×1; Creative Evol. HS-1100 (3-axis) ×1; Creative Evol. FMC-850 (3-axis) ×1; Creative Evol. FMC-1060 (3-axis) ×2; Charmille Cut E 600 (Wire EDM) ×1; Charmille Roboform 40 (Sinker EDM) ×1,Yes,NI,Yes,Yes,,Mich,Yes,,,
"Model Die & Mold, Inc.",CY,"High-end, private moldmaker",http://www.modeldie.com,AMBA,3859 Roger B Chaffee Memorial Dr SE,Wyoming,MI,49548,(616) 243-6996,Automotive; Aerospace; Kitchen and Bath; Architectural,Custom design and build of compression molds and plastic injection molds; Manufacturing of carbon fiber molds and die cast dies; Engineering services utilizing CAD/CAM technology; Quality assurance and continuous improvement processes; CNC; Wire EDM,~50k ft² (public: ZI 2023),65+ (site),"""$13M (calc from employees); ~$10M (estimate)""",59,Privately held; family-owned; President and CEO Gordon Brown,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Mich,NI,,,
"Precision Tool & Mold, LLC",CY,"High-end, precision tooling shop",http://www.precisionmoldusa.com,AMBA,620 Easy Street,Ironwood,MI,49938,(906) 932-3440,Automotive; Medical; Consumer Products; Industrial,"Design and manufacture of plastic injection molds; Repair and revision of existing molds; Contract manufacturing services; Specializes in multi-cavity, high visual, and tight tolerance molds","11,740 ft² (site)",refer to site,$7M (calc from sqft),26,Privately held; team-based approach with no ownership in plastic production assets; family-owned.,Makino (5-axis); Yasda (5-axis); Kern (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,NI,refer to site,Yes,Yes,,Mich,Yes,,,
"Select Tool & Die, Inc.",CY,"High-end, precision tooling shop",http://www.select-tool.com,AMBA,9170 First St.,Baroda,MI,49101,(269) 422-2812,Automotive; Aerospace; Consumer products; Industrial manufacturing,"Designing and building of prototype tooling; Designing, building, repairing, and maintaining die cast dies and plastic and rubber molds; Low and high-volume production machining of components and castings; Engineering changes for die cast dies, plastic and rubber molds, and machining fixtures; CMM inspection services and material handling capabilities up to 5 tons; CNC; Sinker EDM; CMM",~30k ft² (zoominfo),~40 (estimate),"""$11M (calc from sqft); ~$5M (estimate)""",NI,Privately held; family-owned.,"Charmille CNC Sinker EDM machine; 11 Vertical Machining Centers with 50"" X 25"" travel; Horizontal mills; Manual vertical mills with Troyke turntables; Radial arm drill press.",Yes,NI,Yes,Yes,,Mich,NI,,,
"TK Mold & Engineering, Inc.",CY,"High-end, precision tooling shop",http://www.tkmoldeng.com,AMBA,131 Shafer Dr.,Romeo,MI,48065,(254) 535-2419,Automotive; Medical; Consumer Goods; Defense; Aerospace; Electric Vehicles,plastic injection molds; low-volume plastic injection molding; ISO 9001:2015 certified; precision manufacturing; innovative solutions; in-house design department; custom mold solutions; CNC machining; EDM services; CMM quality control; engineering changes; plastic injection mold repairs; production molding; Production machining; CNC; EDM; Wire EDM; CMM,~30k ft² (zoominfo),~50 (estimate),"""$10M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",NI,Privately held; family-owned; emphasizes quality and customer satisfaction.,CNC Mills (3-axis); Wire EDM; CMM / Metrology Systems,Yes,NI,Yes,Yes,,Mich,Yes,,,
Venture Global Engineering,CY,"High-end, private",http://www.ventureglobalengineering.com,AMBA,42500 Mound Rd,Sterling Heights,MI,48314,(586) 739-9542,Automotive,Mold Design and Consulting; New Mold Builds; Mold Repair and Engineering Changes; Imported Tooling Localization; Secondary Assembly Equipment; Emergency Tool Repairs,"~50,000 ft² (zoominfo)",~40 (estimate),"""$8M (calc from employees); ~$5M (public: AMBA)""",42,Privately held,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Mich,NI,,,
Viking Tool & Engineering,CY,"High-end, precision tooling shop",http://www.vikingtooleng.com,AMBA,2780 Holton-Whitehall Rd,Whitehall,MI,49461,(231) 893-0031,Automotive; Appliance; Office furniture; Household; Medical,"New tool builds; Engineering changes; Repairs; Machining with crane capacity up to 40,000 lbs","25,000 ft² (site)",~50 (zoominfo),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",71,Privately held; President Rick Seaver; Family-owned,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Mich,Yes,,,
"Zero Tolerance, LLC",CY,"High-end, precision tooling shop",http://www.zerotolerancecnc.com,AMBA,44695 Enterprise Drive,Clinton Township,MI,48038,(586) 630-3032,Automotive; Consumer products; Industrial,plastic injection molds; Sinker EDM; 5-axis machining; CNC programming; injection molding; 3D printing; CNC machining; Fast hole EDM; Wire EDM,~30k ft² (zoominfo),~40 (zoominfo),$11M (calc from sqft); ~$5M (public: ZI 2023),NI,Privately held; owned by Steve Michon,Makino F5 5XR (5-axis) ×1; Sinker EDM; Wire EDM; Fast Hole EDM,NI,Yes,NI,refer to site,,Mich,NI,,,
B.M.E. Tool Inc.,CY,"High-end, private moldmaker",http://www.bmetool.biz,AMBA,101 Delaware St. S.E.,Lonsdale,MN,55046,(507) 744-5581,Automotive; Medical; Consumer Products; Industrial,Precision tool making; Compression mold construction; Prototype mold production; Mold repair services; CAD software; CNC; High-precision custom machining; Injection molding solutions,"~30,000 ft² (public: ZI 2023); 13,333 ft² (calc from revenue)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",27,Privately held; family-owned; led by Vern and Paul Bongers,CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,Yes,Yes,Yes,Yes,,Minn,Yes,,,
Diamond Tool & Engineering,CY,"High-end, precision tooling shop",http://www.diamondtande.com,AMBA,205 2nd Avenue Northwest,Bertha,MN,56437,(218) 924-4024,Medical; Electronics; Automotive; Consumer products,LSR; Design for Manufacturability (DFM); Injection mold design and engineering; Insert molds; Multi-shot molds; Unscrewing molds; Hot runners; Complex actions and tooling solutions,"~30,000 ft² (public: ZI 2023)",~40 (zoominfo),$8M (calc from employees); ~$5M (public: ZI 2023),NI,"Privately held, family-owned",Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,Yes,,,
"Dynamic Group, Inc.",CY,"High-end, medical-focused moldmaker",http://www.dynamicgroup.com,AMBA,13911 Unity St. NW,Ramsey,MN,55303,(763) 780-8674,Medical Devices; Industrial; Commercial; Dental; Agriculture,precision injection molding; custom mold tooling; ISO 13485; Class 7 and 8 cleanrooms; Wire EDM; Sinker EDM; Small Hole EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,"23,344 ft² (site); 16,744 ft² (site)",~100 (zoominfo),"""$20M (calc from employees); ~$10M (public: ZI 2023)""",48,Privately held; family-owned,Wire EDM; Sinker EDM; Small Hole EDM; Injection Molding Tryout Presses; CMM / Metrology Systems,NI,NI,NI,Yes,,Minn,Yes,,,
Excelsior Tool,CY,"High-end, precision tooling shop",http://www.excelsiortool.com,AMBA,1474 County Rd 90,Maple Plain,MN,55359,(763) 479-3355,Aerospace; Automotive; Medical; Commercial,Design and engineering of precision plastic injection molds; Full-service mold building; Rapid prototyping; Mold revisions,~30k ft² (zoominfo),~40 (estimate),"""$8M (calc from employees)""",NI,Privately held; President Bob Bush; Possible family-owned; Check for family business details on website.,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,refer to site,,Minn,Yes,,,
Mo-Tech Corporation,CY,"High-end, private",http://www.mo-tech.com,AMBA,2920 Granada Ave N,Oakdale,MN,55128-3534,(165) 457-0035,Automotive; Consumer Products; Industrial Manufacturing; Electronics,Design and engineering of die-cast dies and injection molds; Production of mold bases and trim dies; Fixture tooling and prototype parts manufacturing; Comprehensive tooling solutions from prototype to production,"~30,000 ft² (public: ZI 2023)",50 (calc from revenue_site),$11M (calc from sqft); ~$10M (public: ZI 2023),NI,Privately held; family-owned.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,NI,,,
"Mold Craft, Inc.",CY,"High-end, precision tooling shop",http://www.mold-craft.com,AMBA,"200 Stillwater Road, P.O. Box 458",Willernie,MN,55090-0458,(651) 426-3216,"Medical, Consumer, Electronics, Automotive",Design and engineering of precision micro injection molds; Custom injection mold building with high-cavitation capabilities; Mold sampling and validation processes; R&D innovation for advanced mold technologies; CNC,~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",61,Privately held; co-owned by Tim Bartz; family-owned.,Makino (5-axis); Yasda (5-axis); Kern (5-axis); Sodick Wire EDM; Sodick Sinker EDM; Zeiss CMM,NI,Yes,NI,Yes,,Minn,Yes,,,
"Mold-Tech, Inc.",CY,"High-end, medical-focused moldmaker",http://www.mold-techinc.com,AMBA,5166 Barthel Industrial Drive NE,Albertville,MN,55301,(763) 497-7500,"Medical, Automotive, Consumer Products, Electronics, Telecommunications","Injection mold design and engineering, Prototype and development mold creation, Multi-cavity production and hot runner systems, In-mold decorating and micro molding, Metal injection and silicone molding, Shuttle, multi-shot, and stack molds",~50k ft² (zoominfo),~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",47,"Privately held, family-owned",Makino (3-axis VMC); Makino (5-axis VMC); Yasda (3-axis VMC); Yasda (5-axis VMC); Kern (3-axis VMC); Kern (5-axis VMC); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,Yes,,,
Moldworks Inc.,CY,"High-end, private moldmaker",http://www.moldworks.com,AMBA,10550 County Road 81 Suite 208,Maple Grove,MN,55369,(763) 493-3134,Automotive; Medical; Consumer products; Industrial,Precision manufacturing and tooling; Injection mold design and engineering; Tool building and manufacturing solutions; Quality assurance and validation processes,"~30,000 ft² (public: ZI 2023)",~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",NI,Privately held; founded by Pat Krapfl; family-owned.,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,Minn,Yes,,,
"Tolerance Tool, LLC",CY,"High-end, medical-focused moldmaker",http://www.tolerancetool.com,AMBA,2263 McKnight Rd N. Bay #11,North St. Paul,MN,55109,(651) 770-5918,Medical; Automotive; Consumer Products; Sustainable Energy,"Design and engineering of injection molds; Manufacturing of thermoplastic and liquid silicone rubber molds; Production of micro molds and multi-shot rotational molds; Grinding, EDM, and specialty machining services; Comprehensive inspection and quality assurance; liquid silicone rubber; Wire EDM",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$5M (public: ZI 2023)""",NI,Privately held; possible family-owned,CNC Mills (3-axis); Wire EDM; Injection Molding Tryout Presses,Yes,NI,Yes,Yes,,Minn,Yes,,,
R&D/Leverage,CY,"High-end, medical-focused moldmaker",http://www.rdleverage.com,AMBA,1008 SE Browning St.,Lee's Summit,MO,64081,(415) 329-6877,Medical; Consumer; Industrial,Injection Molding; Mold Design; Mold Making: Injection Blow Molds; Mold Making: Injection Molds; Mold Making: Injection Stretch Blow Molds; Mold Repair; Prototype Parts; Reverse Engineering; Sampling and Validation; Class 101; CNC; Wire EDM; Sinker EDM,~188k ft² (site),~200 (public: LinkedIn 2024),"""$38M (calc from employees); ~$50M (public: ZoomInfo 2024)""",NI,Privately held; part of Adler Industrial Solutions Inc.,CNC Milling; Wire EDM; Sinker EDM; Laser Welding; CMM,refer to site,NI,Yes,NI,,No region,Yes,,,
Vector Tool & Engineering,CY,"High-end, precision tooling shop",http://www.vectortool.com,AMBA,4208 E 135th St,Grandview,MO,64030,(816) 966-1901,Automotive; Medical; Industrial; Caps and Closures; Lawn and Garden; Home Appliance,Design and manufacturing of high-quality plastic injection molds; Mold repairs and revisions; Custom and production components; Engineering services utilizing advanced technology,"30,000 ft² (site)",33 (site),$6.6M (calc from employees); ~$5M (public: ZI 2023),30,Subsidiary of Peterson Manufacturing; Family business (refer to site),Yasda YMC 430 (5-axis) ×1; Mori Seiki NL-2500Y/700 (Mill Turn); Mori Seiki NT 1000/SZ (5-axis Mill Turn),NI,Yes,Yes,Yes,,No region,Yes,,,
